arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Instrument,Agency,e2,e1,Gazan <e1>police</e1> have rebuilt at least one of their stations out of <e2>mud</e2> and residents throughout the territory have used mud to build simple homes.,"<e1>policja</e1> w Gazie odbudowała przynajmniej jedną ze swoich stacji z <e2>błota</e2>, a mieszkańcy całego terytorium używali błota do budowy prostych domów."
Content,Container,e1,e2,This <e1>money</e1> was in a <e2>trunk box</e2> as a family treasure and was deposited as Consignment to avoid much demurrage from the Security Company.,"Te <e1>pieniądze</e1> znajdowały się w <e2>skrzynce bagażowej</e2> jako skarb rodzinny i zostały zdeponowane jako Przesyłka, aby uniknąć wielu przestojów ze strony firmy ochroniarskiej."
Other,Other,,,The Hip Hop National <e1>interschool</e1> is rescheduled to the 1st <e2>week</e2> of July.,Hip Hop National <e1>międzyszkolny</e1> został przeniesiony na pierwszy <e2>tydzień</e2> lipca.
Instrument,Agency,e2,e1,"Instead of plowing the land with a single furrow plow, some large-scale <e1>farmers</e1> began to use a multiple share or bukker <e2>plow</e2>.","Zamiast orać ziemię jednym pługiem, niektórzy <e1>rolnicy</e1> na dużą skalę zaczęli używać wielolemieszowych lub <e2>pługów</e2>."
Component,Whole,e1,e2,I pulled the bags over the <e1>rim</e1> of the <e2>bucket</e2> and pulled the cord to tighten it.,"Naciągnąłem torby na <e1>obręcz</e1> <e2>wiadra</e2> i pociągnąłem za linkę, aby go zacisnąć."
Component,Whole,e1,e2,A talon is the <e1>claw</e1> of a<e2>bird</e2> of prey.,Szpon to <e1>pazur</e1> <e2>ptaka</e2> drapieżnego.
Other,Other,,,"Davies, the <e1>writer</e1> behind award-winning BBC <e2>adaptations</e2> of Bleak House, Little Dorrit and Pride and Prejudice, blamed what he called a ""new breed"" of BBC executives.","Davies, <e1>autor</e1> odpowiedzialny za nagradzane <e2>adaptacje</e2> Bleak House, Little Dorrit oraz Duma i uprzedzenie, obwiniał kierownictwo BBC, jak to nazwał, „nowej rasy”."
Other,Other,,,In February of 1885 the <e1>news</e1> reached the city by <e2>telegraph</e2> that Indians and half breeds had massacred a number of white people at Duck Lake.,"W lutym 1885 r. <e1>wiadomość</e1> dotarła do miasta przez <e2>telegraf</e2>, że Indianie i półrasy zmasakrowali pewną liczbę białych ludzi w Duck Lake."
Product,Producer,e1,e2,"A <e1>report</e1> by two independent medical <e2>experts</e2> has concluded that the rate of staph infections among NFL players is ""low"".","<e1>Raport</e1> sporządzony przez dwóch niezależnych <e2>ekspertów</e2> medycznych stwierdza, że ​​wskaźnik zakażeń gronkowcem wśród graczy NFL jest „niski”."
Entity,Origin,e1,e2,Some of the following <e1>quotes</e1> come from newspaper article <e2>leads</e2>.,Niektóre z poniższych <e1>cytatów</e1> pochodzą z artykułu prasowego <e2>prowadzi</e2>.
Other,Other,,,"At his inauguration in November, he pledged a fresh start after an election marred by fraud and violence, but disappointed many by presenting a <e1>cabinet</e1> of familiar <e2>names</e2>.","Podczas swojej inauguracji w listopadzie obiecał nowy początek po wyborach naznaczonych oszustwami i przemocą, ale rozczarował wielu, prezentując <e1>gabinet</e1> ze znajomymi <e2>nazwiskami</e2>."
Product,Producer,e1,e2,The three lionesses and two cubs were electrocuted by a crop protection <e1>fence</e1> put up by a <e2>farmer</e2> near Dhari.,Trzy lwice i dwa młode zostały porażone prądem przez <e1>ogrodzenie</e1> do ochrony upraw postawione przez <e2>rolnika</e2> w pobliżu Dhari.
Message,Topic,e1,e2,"The adaptive control <e1>literature</e1> focuses primarily on adaptive <e2>stabilization</e2>, adaptive tracking, and model reference adaptive control.","Adaptacyjne sterowanie <e1>literatura</e1> skupia się głównie na adaptacyjnej <e2>stabilizacji</e2>, adaptacyjnym śledzeniu i adaptacyjnym sterowaniu modelem odniesienia."
Component,Whole,e2,e1,The <e1>exhibition</e1> brings together rare Chinese <e2>ceramics</e2> and paintings.,<e1>wystawa</e1> obejmuje rzadką chińską <e2>ceramikę</e2> i malarstwo.
Entity,Destination,e1,e2,An Israeli minister sent <e1>troops</e1> into the <e2>schools</e2> to boost conscription.,Izraelski minister wysłał <e1>żołnierze</e1> do <e2>szkoł</e2> w celu zwiększenia poboru.
Entity,Origin,e2,e1,This Southern-style homemade vegetable <e1>beef</e1> <e2>soup</e2> was my very first recipe i ever made.,"Ta domowa <e1>wołowina</e1> <e2>zupa</e2> warzywna w stylu południowym była moim pierwszym przepisem, jaki zrobiłem."
Entity,Origin,e1,e2,"Following the first definition above, parasites evolved billions of years ago from the beginning when life <e1>form</e1> was evolved from the primordial organic <e2>soup</e2>.","Zgodnie z pierwszą definicją powyżej, pasożyty ewoluowały miliardy lat temu od początku, kiedy <e1>forma</e1> życia wyewoluowała z pierwotnej organicznej <e2>zupy</e2>."
Cause,Effect,e2,e1,<e1>Earthquakes</e1> are caused by the <e2>discharge</e2> of accumulated along geologic faults.,<e1>Trzęsienia ziemi</e1> są spowodowane <e2>wyładowaniami</e2> nagromadzonych wzdłuż uskoków geologicznych.
Instrument,Agency,e2,e1,The <e1>students</e1> labelled the 13 colonies using a <e2>map</e2>.,<e1>Uczniowie</e1> oznaczyli 13 kolonii za pomocą <e2>mapy</e2>.
Product,Producer,e2,e1,The <e1>band</e1> themselves explained the decision with a following <e2>statement</e2> on their official website.,<e1>zespół</e1> sam wyjaśnił tę decyzję w następującym <e2>oświadczeniu</e2> na swojej oficjalnej stronie internetowej.
Other,Other,,,The <e1>outdoor unit</e1> is going into <e2>defrost</e2>.,<e1>Jednostka zewnętrzna</e1> przechodzi <e2>odszranianie</e2>.
Cause,Effect,e2,e1,<e1>Oscillation</e1> of the lever caused by the <e2>swinging</e2> of the pendulum.,<e1>Drganie</e1> dźwigni spowodowane <e2>kołysaniem</e2> wahadła.
Cause,Effect,e2,e1,"Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the <e1>interference</e1> triggered by the switching <e2>process</e2>.","2. Sposób według zastrzeżenia 1, znamienny tym, że czas trwania obniżenia jakości jest ograniczony co najmniej do czasu trwania <e1>zakłócenia</e1> wywołanego przez <e2>proces</e2> przełączania."
Product,Producer,e1,e2,The world's largest aid <e1>organisation</e1> founded by a <e2>woman</e2> celebrates 90th anniversary.,Największa na świecie <e1>organizacja</e1> pomocowa założona przez <e2>kobietę</e2> obchodzi 90. rocznicę.
Entity,Destination,e1,e2,The <e1>book</e1> was placed into every <e2>store</e2> within the past few days.,<e1>książka</e1> została umieszczona w każdym <e2>sklepie</e2> w ciągu ostatnich kilku dni.
Member,Collection,e2,e1,"Just as we were sitting down to dinner one night, someone brushed the drapes and a <e1>cloud</e1> of baby <e2>grasshoppers</e2> erupted over the dining room table and into our dinner.","Pewnego wieczoru, gdy zasiadaliśmy do kolacji, ktoś otrzepał zasłony i <e1>chmura</e1> małych <e2>koników polnych</e2> wybuchła nad stołem w jadalni i wpadła na naszą kolację."
Message,Topic,e1,e2,The <e1>theory</e1> explained low-temperature <e2>superconductivity</e2> almost 50 years after its discovery.,<e1>Teoria</e1> wyjaśniała <e2>nadprzewodnictwo</e2> w niskich temperaturach prawie 50 lat po jej odkryciu.
Cause,Effect,e1,e2,Student <e1>protests</e1> are turning into a Twitter <e2>revolution</e2> in Moldova.,<e1>Protesty</e1> uczniów zamieniają się w <e2>rewolucję</e2> Twittera w Mołdawii.
Other,Other,,,Glacial <e1>landscapes</e1> are parts of the <e2>earth</e2> that were covered by glaciers during the last Ice Age.,<e1>krajobrazy polodowcowe</e1> to części <e2>ziemi</e2> pokryte przez lodowce podczas ostatniej epoki lodowcowej.
Message,Topic,e2,e1,That <e1>cooperation</e1> has been explicitly described in the <e2>press</e2> in recent days.,Ta <e1>współpraca</e1> została wyraźnie opisana w <e2>prasie</e2> w ostatnich dniach.
Component,Whole,e1,e2,"A favourite amulet for demoniacal possession consists of the <e1>whiskers</e1> of the <e2>tiger</e2> or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm.","Ulubiony amulet do opętania przez demony składa się z <e1>wąsów</e1> <e2>tygrysa</e2> lub lamparta zmieszanych ze skrawkami gwoździ, jakiegoś świętego korzenia lub trawy i czerwonego ołowiu i zawieszonych na ramię."
Other,Other,,,"While Twitter is a powerful social <e1>medium</e1> for spreading <e2>news</e2> and information, some government agencies fear it could also be used by terrorists as a tool for communication.","Chociaż Twitter jest potężnym <e1>medium</e1> społecznościowym do rozpowszechniania <e2>wiadomości</e2> i informacji, niektóre agencje rządowe obawiają się, że może być również wykorzystywany przez terrorystów jako narzędzie do komunikacji."
Content,Container,e1,e2,The <e1>body</e1> of her nephew was in a <e2>suitcase</e2> under the bed.,<e1>Ciało</e1> jej siostrzeńca leżało w <e2>walize</e2> pod łóżkiem.
Entity,Origin,e1,e2,"The drama unfolded shortly after 7pm last Tuesday (December 22), when Glyn saw that <e1>smoke</e1> was coming from a <e2>bonfire</e2>.","Dramat rozegrał się wkrótce po 19:00 we wtorek (22 grudnia), kiedy Glyn zobaczył, że <e1>dym</e1> wydobywa się z <e2>ogniska</e2>."
Instrument,Agency,e2,e1,"Prior to the 4004, <e1>engineers</e1> built computers either from collections of <e2>chips</e2> or from discrete components.",Przed wersją 4004 <e1>inżynierowie</e1> budowali komputery z kolekcji <e2>chipów</e2> lub z oddzielnych komponentów.
Member,Collection,e2,e1,The effective utilization of a <e1>cluster</e1> of <e2>workstations</e2> for the implementation of a scientific application requires a highly flexible software environment.,Efektywne wykorzystanie <e1>klastra</e1> <e2>stacji roboczych</e2> do implementacji aplikacji naukowej wymaga wysoce elastycznego środowiska programowego.
Instrument,Agency,e2,e1,"A <e1>player</e1> manipulates a <e2>keyboard</e2>, a mouse, or a joystick as a game scene is displayed on a video monitor, or the like.","<e1>gracz</e1> manipuluje <e2>klawiaturą</e2>, myszą lub joystickiem, gdy scena gry jest wyświetlana na monitorze wideo lub podobnym."
Instrument,Agency,e1,e2,Tarps Plus has the best <e1>tarps</e1> for <e2>painters</e2> on the market.,Tarps Plus oferuje najlepsze <e1>plandeki</e1> dla <e2>malarzy</e2> na rynku.
Cause,Effect,e1,e2,"Nasal <e1>dryness</e1> causes nosebleeds, <e2>coughing</e2>, wheezing, and other short-term respiratory problems.","<e1>suchość</e1> nosa powoduje krwawienia z nosa, <e2>kaszel</e2>, świszczący oddech i inne krótkotrwałe problemy z oddychaniem."
Other,Other,,,The <e1>building</e1> was surrounded by <e2>police</e2> who arrested three people as they tried to gain access.,"<e1>Budynek</e1> był otoczony przez <e2>policję</e2>, która aresztowała trzy osoby, gdy próbowały uzyskać dostęp."
Entity,Origin,e1,e2,"In this beautiful re-imagining, the <e1>story</e1> starts in an <e2>orphanage</e2> and moves to a magical land where the sweets have a sexual subtext.","W tym pięknym odświeżeniu <e1>historia</e1> zaczyna się w <e2>sierocińcu</e2> i przenosi się do magicznej krainy, w której słodycze mają podtekst seksualny."
Entity,Origin,e1,e2,"Parker Dunlap was startled when a beautiful <e1>genie</e1> popped out of an old, beat-up <e2>lamp</e2>.","Parker Dunlap był zaskoczony, gdy piękny <e1>dżin</e1> wyskoczył ze starej, zniszczonej <e2>lampy</e2>."
Cause,Effect,e1,e2,"Colds and <e1>flu</e1> cause <e2>inflammation</e2> of the mucous membranes of the nose, throat and mouth.","Przeziębienia i <e1>grypa</e1> powodują <e2>zapalenie</e2> błon śluzowych nosa, gardła i jamy ustnej."
Other,Other,,,The internal <e1>payoff</e1> is rooted in the psychological <e2>cost</e2> of preference falsification.,Wewnętrzna <e1>opłata</e1> jest zakorzeniona w psychologicznych <e2>kosztach</e2> fałszowania preferencji.
Member,Collection,e2,e1,"Officials in the Northern Chinese province of Inner Mongolia have mobilized 33,000 people to stop a <e1>swarm</e1> of <e2>locusts</e2> 267 miles outside of Beijing.","Urzędnicy w północnochińskiej prowincji Mongolia Wewnętrzna zmobilizowali 33 000 ludzi, aby powstrzymać <e1>rój</e1> <e2>szarańczy</e2> 267 mil poza Pekinem."
Member,Collection,e1,e2,"Mehmet Oz, a cardiovascular <e1>surgeon</e1>, is part of a new <e2>generation</e2> of doctors who are taking medicine to new technological and spiritual frontiers.","Mehmet Oz, <e1>chirurg</e1> sercowo-naczyniowy, należy do nowego <e2>pokolenia</e2> lekarzy, którzy przenoszą lekarstwa na nowe technologiczne i duchowe granice."
Other,Other,,,"The government has spended the following 18 months before the elections in a similar vein - shooting a whole <e1>lead</e1> of Conservative <e2>foxes</e2>, to extend the metaphor - namely Heathrow and Royal Mail privatisation.","Rząd spędził kolejne 18 miesięcy przed wyborami w podobnym duchu – strzelając do całego <e1>przodu</e1> konserwatywnych <e2>lisów</e2>, by rozszerzyć metaforę – a mianowicie prywatyzacji Heathrow i Royal Mail."
Instrument,Agency,e2,e1,"Quickly, but neatly, the <e1>secretary</e1> tore the side open with a letter <e2>opener</e2>, pulling out yet another sheet of paper.","Szybko, ale zgrabnie <e1>sekretarka</e1> rozdarła bok za pomocą <e2>otwieracza do listów</e2>, wyciągając kolejną kartkę papieru."
Product,Producer,e1,e2,"The first British steam powered <e1>vibrator</e1> dates back to the early 1880s, developed by an American <e2>physician</e2>.","Pierwszy brytyjski <e1>wibrator</e1> napędzany parą pochodzi z wczesnych lat 80. XIX wieku, opracowany przez amerykańskiego <e2>lekarza</e2>."
Component,Whole,e2,e1,I love the imperial logo at the end of the <e1>tank</e1> <e2>canons</e2>.,Uwielbiam imperialne logo na końcu <e1>czołgu</e1> <e2>kanonów</e2>.
Member,Collection,e2,e1,"The efficiency of the <e1>body</e1> of <e2>teachers</e2>, taken as a whole, during the past seven years has at no time been better than it was during the past year.",Skuteczność <e1>ciała</e1> <e2>nauczycieli</e2> w ujęciu całościowym w ciągu ostatnich siedmiu lat w żadnym momencie nie była lepsza niż w ciągu ostatniego roku.
Message,Topic,e1,e2,"It is an international, monthly <e1>magazine</e1> dedicated to all forms of <e2>contemporary sculpture</e2>.",Jest to międzynarodowy miesięcznik <e1>magazyn</e1> poświęcony wszelkim formom <e2>rzeźby współczesnej</e2>.
Message,Topic,e1,e2,"This <e1>chapter</e1> gives an introduction, and a brief overview of the most important optimization <e2>techniques</e2>.",Ten <e1>rozdział</e1> zawiera wprowadzenie i krótki przegląd najważniejszych <e2>technik</e2> optymalizacji.
Cause,Effect,e1,e2,Defra identified the different <e1>noises</e1> made by <e2>dogs</e2> and the meanings behind them.,Defra zidentyfikowała różne <e1>odgłosy</e1> wydawane przez <e2>psy</e2> i ich znaczenie.
Component,Whole,e2,e1,The project <e1>process</e1> is comprised of a <e2>field study</e2> with Istanbul inhabitants for 4 weeks and presentations to last 8 weeks.,<e1>Proces</e1> projektu składa się z <e2>badania terenowego</e2> z mieszkańcami Stambułu przez 4 tygodnie oraz prezentacji trwających 8 tygodni.
Content,Container,e1,e2,"There are actual world records for the kookiest hat, the longest time a <e1>message</e1> was in a <e2>bottle</e2> at sea, and the tallest scarecrow.","Istnieją rzeczywiste rekordy świata dotyczące najdziwniejszego kapelusza, najdłuższego czasu, przez jaki <e1>wiadomość</e1> była w <e2>butelce</e2> na morzu i najwyższego stracha na wróble."
Other,Other,,,Annulment is a <e1>legal procedure</e1> for declaring a <e2>marriage</e2> null and void.,Unieważnienie jest <e1>procedurą prawną</e1> dotyczącą uznania <e2>małżeństwa</e2> za nieważne.
Member,Collection,e2,e1,There is also a large <e1>convocation</e1> of bald <e2>eagles</e2> near the park entrance that provides excellent viewing opportunities.,"W pobliżu wejścia do parku znajduje się również duże <e1>zgromadzenie</e1> łysych <e2>orzełów</e2>, które zapewnia doskonałe możliwości oglądania."
Member,Collection,e1,e2,"This past summer, the <e1>goalkeeper</e1> helped her <e2>team</e2> advance to the finals of the W-League tournament.",Zeszłego lata <e1>bramkarz</e1> pomógł jej <e2>drużynie</e2> awansować do finału turnieju W-League.
Member,Collection,e2,e1,The pilgrims rejoiced when they located a <e1>skein</e1> of wild <e2>fowl</e2> for their thanksgiving tables.,"Pielgrzymi ucieszyli się, gdy znaleźli <e1>motek</e1> dzikiego <e2>ptactwa</e2> na stoły dziękczynne."
Message,Topic,e1,e2,"Daborne's <e1>play</e1> is also about a historic <e2>person</e2>, the pirate Ward, famous in England at the time of its writing.","<e1>sztuka</e1> Daborne'a opowiada także o historycznej <e2>osobie</e2>, pirackim Wardzie, sławnym w Anglii w czasie jej pisania."
Other,Other,,,They stored the <e1>wine</e1> in a cool <e2>temperature</e2>.,Przechowywali <e1>wino</e1> w chłodnej <e2>temperaturze</e2>.
Other,Other,,,The <e1>company</e1> moved into the music <e2>business</e2>.,<e1>Firma</e1> przeniosła się do <e2>biznesu</e2> muzycznego.
Cause,Effect,e2,e1,The Maryland Department of the Environment has already worked to reduce the amount of <e1>pollution</e1> from sources like cars and <e2>factories</e2>.,Departament Środowiska Maryland już pracował nad zmniejszeniem ilości <e1>zanieczyszczenia</e1> ze źródeł takich jak samochody i <e2>fabryki</e2>.
Cause,Effect,e1,e2,"<e1>Soya farming</e1> is one of the main causes of tropical <e2>deforestation</e2>, which currently produces a fifth of global climate change.","<e1>Uprawa soi</e1> jest jedną z głównych przyczyn <e2>wylesiania</e2> tropikalnego, które obecnie powoduje jedną piątą globalnych zmian klimatycznych."
Cause,Effect,e2,e1,The encroaching <e1>darkness</e1> has been caused by the twin horrors of war and a mysterious <e2>plague</e2>.,Nadciągająca <e1>ciemność</e1> została spowodowana przez bliźniacze okropności wojny i tajemniczą <e2>plagę</e2>.
Product,Producer,e2,e1,The <e1>man</e1> who grew a human <e2>ear</e2> on the back of a mouse has made a breakthrough that brings the prospect of an artificial liver much closer.,"<e1>Człowiek</e1>, który wyhodował ludzkie <e2>ucho</e2> na grzbiecie myszy, dokonał przełomu, który znacznie przybliża perspektywę sztucznej wątroby."
Product,Producer,e2,e1,"Like a scene from ""Lord of the Rings"", the <e1>wrestlers</e1> formed a <e2>wedge</e2> using a table as a shield and rushed the smark cluster en-masse.","Jak w scenie z „Władcy Pierścieni”, <e1>zapaśnicy</e1> uformowali <e2>klin</e2> używając stołu jako tarczy i rzucili się na klaster mroku."
Entity,Destination,e1,e2,"We watched as a barman poured <e1>alcohol</e1> on to the <e2>bar</e2>, poured absinthe into a couple of shot glasses, then lit the lot.","Obserwowaliśmy, jak barman nalewał <e1>alkohol</e1> do <e2>baru</e2>, wlewał absynt do kilku kieliszków, a potem podpalał."
Instrument,Agency,e2,e1,The <e1>playwright</e1> uses <e2>names</e2> as a device for wordplay at several points in the play.,<e1>dramaturg</e1> używa <e2>imion</e2> jako narzędzia do gry słownej w kilku momentach sztuki.
Other,Other,,,"Since the <e1>complex</e1> was built in <e2>stages</e2>, discrepancies exist in completion dates due to differing opinions on ""completion"".","Ponieważ <e1>kompleks</e1> był budowany w <e2>etapach</e2>, występują rozbieżności w terminach ukończenia ze względu na różne opinie na temat „ukończenia”."
Other,Other,,,A <e1>mason</e1> has removed the original left and right <e2>edges</e2> and in their place has prepared a simple moulding on each side.,<e1>murarz</e1> usunął oryginalne lewe i prawe <e2>krawędzie</e2> iw ich miejsce przygotował proste listwy z każdej strony.
Message,Topic,e1,e2,"In the second <e1>section</e1>, the authors explore <e2>factors</e2> that are ostensibly unrelated to race but nonetheless contribute to racial inequality.","W drugiej <e1>sekcji</e1> autorzy badają <e2>czynniki</e2>, które pozornie nie mają związku z rasą, ale mimo to przyczyniają się do nierówności rasowych."
Member,Collection,e2,e1,"In particular, a <e1>ratpack</e1> of <e2>colonels</e2> in arrested development are the worst possible people to handle relations with Latin countries.",W szczególności <e1>zespół szczurów</e1> <e2>pułkowników</e2> w zatrzymanym rozwoju to najgorsi z możliwych ludzie do radzenia sobie w stosunkach z krajami łacińskimi.
Content,Container,e1,e2,The <e1>playlist</e1> was enclosed in a small leather <e2>portfolio</e2> in which I keep important papers.,"<e1>Playlista</e1> została zamknięta w małym skórzanym <e2>portfelu</e2>, w którym trzymam ważne dokumenty."
Instrument,Agency,e2,e1,At the Andaman Islands fish are captured by the <e1>convicts</e1> by means of <e2>weirs</e2> fixed across the openings of creeks.,Na Andamanach ryby są chwytane przez <e1>skazańców</e1> za pomocą <e2>jazów</e2> umieszczonych w poprzek otworów strumieni.
Message,Topic,e1,e2,This <e1>information sheet</e1> summarises the <e2>labour environment</e2> in the UK.,Ten <e1>arkusz informacyjny</e1> podsumowuje <e2>środowisko pracy</e2> w Wielkiej Brytanii.
Content,Container,e1,e2,The <e1>necklace</e1> was locked in a <e2>safe</e2> in their room at the Victor Hugo Hotel.,<e1>naszyjnik</e1> był zamknięty w <e2>sejfie</e2> w ich pokoju w hotelu Victor Hugo.
Entity,Origin,e1,e2,"The <e1>term</e1> is derived from a <e2>root</e2> which can mean both 'to be effective"" and 'to be bright.'","<e1>Termin</e1> pochodzi od <e2>korzeń</e2>, co może oznaczać zarówno „być skutecznym”, jak i „być bystrym”."
Component,Whole,e2,e1,The <e1>animal</e1> is lowered until its <e2>pelvic limbs</e2> touch the floor or a solid supporting surface.,"<e1>Zwierzę</e1> jest opuszczane, aż jego <e2>kończyny miednicy</e2> dotkną podłogi lub solidnej powierzchni podparcia."
Message,Topic,e1,e2,"The <e1>laws</e1> apply to the <e2>play</e2>, officiating, equipment and procedures of the sport.","<e1>Prawa</e1> mają zastosowanie do <e2>rozgrywek</e2>, prowadzenia, wyposażenia i procedur sportowych."
Cause,Effect,e1,e2,"Alzheimer's disease is a degenerative brain <e1>disorder</e1> that results in <e2>memory loss</e2>, impaired thinking, difficulty finding the right word when speaking, and personality changes (see ""Warning signs of Alzheimer's disease,"" below).","Choroba Alzheimera to <e1>zaburzenie</e1> zwyrodnieniowe mózgu, które powoduje <e2>utratę pamięci</e2>, zaburzenia myślenia, trudności w znalezieniu właściwego słowa podczas mówienia oraz zmiany osobowości (patrz „Oznaki ostrzegawcze choroby Alzheimera, "" poniżej)."
Entity,Destination,e1,e2,"As the winter is coming, the <e1>virus</e1> is rapidly spreading into young <e2>children</e2> and elderly people.","Gdy nadchodzi zima, <e1>wirus</e1> szybko rozprzestrzenia się na małe <e2>dzieci</e2> i osoby starsze."
Content,Container,e1,e2,"It wasn't long before the <e1>animal</e1> was in a <e2>crate</e2> on its way back to its farm, courtesy of the assistant, of course.","Nie minęło dużo czasu, zanim <e1>zwierzę</e1> znalazło się w <e2>skrzynce</e2> w drodze powrotnej na swoją farmę, oczywiście dzięki uprzejmości asystenta."
Cause,Effect,e2,e1,The clock <e1>signal</e1> was generated from an external cavity semiconductor <e2>laser</e2>.,<e1>Sygnał</e1> zegara został wygenerowany z zewnętrznego <e2>lasera</e2> półprzewodnikowego z wnęką zewnętrzną.
Instrument,Agency,e1,e2,This is a <e1>deadline</e1> driven <e2>industry</e2>.,To jest <e1>termin</e1> <e2>branża</e2> napędzana.
Other,Other,,,Only a <e1>minority</e1> of Armenian <e2>physicians</e2> felt well prepared to counsel patients to quit smoking.,Tylko <e1>mniejszość</e1> ormiańskich <e2>lekarzy</e2> czuła się dobrze przygotowana do doradzania pacjentom rzucenia palenia.
Other,Other,,,"The <e1>team</e1> captured the provincial title with a convincing 6-1 <e2>victory</e2> over their adversaries, the Pas Huskies.","<e1>drużyna</e1> zdobyła tytuł prowincjonalny, przekonując 6-1 <e2>zwycięstwem</e2> nad przeciwnikami Pas Huskies."
Entity,Destination,e1,e2,360 bln <e1>yuan</e1> have been invested into post-quake <e2>reconstruction</e2>.,360 miliardów <e1>juanów</e1> zostało zainwestowanych w <e2>odbudowę</e2> po trzęsieniu ziemi.
Other,Other,,,"A University of Washington system named Hubble looks for these black holes and maps them on a Web site, providing an ever-changing <e1>constellation</e1> of the Internet's weak <e2>points</e2>.","System Hubble'a z Uniwersytetu Waszyngtońskiego szuka tych czarnych dziur i mapuje je na stronie internetowej, dostarczając ciągle zmieniającą się <e1>konstelację</e1> słabych <e2>punktów</e2> Internetu."
Cause,Effect,e2,e1,The <e1>landslides</e1> caused by these earthquakes and <e2>aftershocks</e2> were concentrated along the mudstone and sandstone surfaces.,<e1>osuwiska</e1> spowodowane tymi trzęsieniami ziemi i <e2>wstrząsami wtórnymi</e2> były skoncentrowane wzdłuż powierzchni mułowców i piaskowców.
Entity,Destination,e1,e2,We carefully poured the hot <e1>coffee</e1> into a <e2>glass cup</e2>.,Ostrożnie nalaliśmy gorącą <e1>kawę</e1> do <e2>szklanego kubka</e2>.
Cause,Effect,e1,e2,The desperate <e1>man</e1> who had clung to the stump had battered the rocks with a shuddering <e2>thump</e2>.,"Zdesperowany <e1>mężczyzna</e1>, który uczepił się pnia, uderzył w skały z drżącym <e2>uderzeniem</e2>."
Member,Collection,e1,e2,Butlers (sometimes known as a household managers) are respected as the <e1>head</e1> of the household <e2>staff</e2>.,Kamerdynerowie (czasami nazywani kierownikami gospodarstwa domowego) są szanowani jako <e1>głowa</e1> <e2>personelu</e2> gospodarstwa domowego.
Other,Other,,,This <e1>document</e1> makes a significant contribution into further <e2>clarification</e2> of the access to drinking water as a human right.,Ten <e1>dokument</e1> wnosi znaczący wkład w dalsze <e2>wyjaśnienie</e2> dostępu do wody pitnej jako prawa człowieka.
Entity,Destination,e1,e2,"The following day, the heat <e1>exchanger</e1> was installed in the fuel <e2>tank</e2>.",Następnego dnia w <e2>zbiorniku</e2> paliwa zainstalowano <e1>wymiennik</e1> ciepła.
Cause,Effect,e1,e2,"Systemically, dust and <e1>fume</e1> cause irritation of the upper respiratory tract, metallic taste and <e2>nausea</e2>.","Ogólnoustrojowo kurz i <e1>dymy</e1> powodują podrażnienie górnych dróg oddechowych, metaliczny posmak i <e2>nudności</e2>."
Member,Collection,e2,e1,"I awoke to find a <e1>conjunction</e1> of <e2>grammarians</e2> standing over me, observing my disposition with a look that would put a sneer of butlers to shame.","Obudziłem się i zobaczyłem <e1>połączenie</e1> <e2>gramatyków</e2> stojących nade mną, obserwujących moje usposobienie spojrzeniem, które zawstydziłoby szyderczych lokajów."
Content,Container,e1,e2,"The <e1>disc</e1> in a disc <e2>music box</e2> plays this function, with pins perpendicular to the plane surface.","Tę funkcję spełnia <e1>płyta</e1> w <e2>pozytywce</e2> dysku, z kołkami prostopadłymi do płaszczyzny."
Component,Whole,e1,e2,"The <e1>skin</e1> of the <e2>orange</e2> has multiple benefits you can take advantage of: Its external skin contains Flavonoids, a valuable component of Vitamin C.","<e1>skóra</e1> <e2>pomarańczy</e2> ma wiele zalet, z których możesz skorzystać: jej zewnętrzna skóra zawiera flawonoidy, cenny składnik witaminy C."
Cause,Effect,e2,e1,"The <e1>dust</e1>, noise, and sleep deprivation produced by the <e2>construction</e2> are intolerable.","<e1>kurz</e1>, hałas i brak snu wytwarzane przez <e2>konstrukcję</e2> są niedopuszczalne."
Content,Container,e1,e2,My <e1>tuxedo</e1> for the banquet that night was in a <e2>suitcase</e2> in Peter Rickham's office.,Mój <e1>frak</e1> na bankiet tego wieczoru leżał w <e2>walize</e2> w biurze Petera Rickhama.
Product,Producer,e2,e1,"As an option for extra credit, I read it also and completed a <e1>parent</e1>'s book <e2>report</e2> for the teacher.",Jako opcję dodatkowego kredytu przeczytałem go również i wypełniłem <e1>książkę dla rodziców</e1> <e2>raport</e2> dla nauczyciela.
Other,Other,,,"The NRMA's president, Wendy Machin, and the chief executive, Tony Stuart, were among members of the <e1>party</e1> which viewed the concert in a private <e2>box</e2>.","Przewodnicząca NRMA Wendy Machin i dyrektor naczelny Tony Stuart należeli do <e1>partii</e1>, która oglądała koncert w prywatnym <e2>pudełku</e2>."
Other,Other,,,The picture at the top shows a <e1>farmer</e1> with a genetically engineered cotton <e2>plant</e2> in South Africa in 2003.,Zdjęcie u góry przedstawia <e1>rolnika</e1> z genetycznie zmodyfikowaną <e2>rośliną</e2> bawełny w RPA w 2003 roku.
